"","LF_Number","VH_total_count","H_total_count","M_total_count","L_total_count","VL_total_count","LPDG_total_count","HPDG_total_count","total_count","VH_total_prop","H_total_prop","M_total_prop","L_total_prop","VL_total_prop","LPDG_total_prop","HPDG_total_prop"
"1",69,3,1,0,0,0,0,0,4,0.75,0.25,0,0,0,0,0
"2",36,2,0,2,0,0,0,0,4,0.5,0,0.5,0,0,0,0
"3",68,2,0,1,0,1,0,0,4,0.5,0,0.25,0,0.25,0,0
"4",38,1,2,0,0,1,0,0,4,0.25,0.5,0,0,0.25,0,0
"5",59,1,1,0,0,0,0,2,4,0.25,0.25,0,0,0,0,0.5
"6",37,1,0,3,0,0,0,0,4,0.25,0,0.75,0,0,0,0
"7",9,1,0,2,0,1,0,0,4,0.25,0,0.5,0,0.25,0,0
"8",6,1,0,2,0,0,1,0,4,0.25,0,0.5,0,0,0.25,0
"9",7,1,0,1,1,0,1,0,4,0.25,0,0.25,0.25,0,0.25,0
"10",67,1,0,1,0,0,1,1,4,0.25,0,0.25,0,0,0.25,0.25
"11",11,0,1,2,0,0,0,1,4,0,0.25,0.5,0,0,0,0.25
"12",58,0,1,0,0,0,0,3,4,0,0.25,0,0,0,0,0.75
"13",50,0,0,3,0,1,0,0,4,0,0,0.75,0,0.25,0,0
"14",1,0,0,2,1,0,1,0,4,0,0,0.5,0.25,0,0.25,0
"15",57,0,0,2,0,0,0,2,4,0,0,0.5,0,0,0,0.5
"16",25,0,0,1,2,0,0,1,4,0,0,0.25,0.5,0,0,0.25
"17",8,0,0,1,1,2,0,0,4,0,0,0.25,0.25,0.5,0,0
"18",30,0,0,1,1,0,2,0,4,0,0,0.25,0.25,0,0.5,0
"19",3,0,0,1,0,3,0,0,4,0,0,0.25,0,0.75,0,0
"20",34,0,0,1,0,3,0,0,4,0,0,0.25,0,0.75,0,0
"21",39,0,0,1,0,3,0,0,4,0,0,0.25,0,0.75,0,0
"22",20,0,0,1,0,2,0,1,4,0,0,0.25,0,0.5,0,0.25
"23",16,0,0,1,0,0,3,0,4,0,0,0.25,0,0,0.75,0
"24",22,0,0,1,0,0,0,3,4,0,0,0.25,0,0,0,0.75
"25",47,0,0,1,0,0,3,0,4,0,0,0.25,0,0,0.75,0
"26",52,0,0,1,0,0,0,3,4,0,0,0.25,0,0,0,0.75
"27",56,0,0,1,0,0,0,3,4,0,0,0.25,0,0,0,0.75
"28",61,0,0,1,0,0,0,3,4,0,0,0.25,0,0,0,0.75
"29",62,0,0,1,0,0,0,3,4,0,0,0.25,0,0,0,0.75
"30",70,0,0,0,3,1,0,0,4,0,0,0,0.75,0.25,0,0
"31",21,0,0,0,1,2,1,0,4,0,0,0,0.25,0.5,0.25,0
"32",12,0,0,0,1,1,2,0,4,0,0,0,0.25,0.25,0.5,0
"33",15,0,0,0,1,1,2,0,4,0,0,0,0.25,0.25,0.5,0
"34",65,0,0,0,1,1,2,0,4,0,0,0,0.25,0.25,0.5,0
"35",2,0,0,0,1,0,2,1,4,0,0,0,0.25,0,0.5,0.25
"36",5,0,0,0,1,0,3,0,4,0,0,0,0.25,0,0.75,0
"37",33,0,0,0,1,0,0,3,4,0,0,0,0.25,0,0,0.75
"38",35,0,0,0,1,0,0,3,4,0,0,0,0.25,0,0,0.75
"39",32,0,0,0,0,4,0,0,4,0,0,0,0,1,0,0
"40",17,0,0,0,0,2,2,0,4,0,0,0,0,0.5,0.5,0
"41",10,0,0,0,0,1,0,3,4,0,0,0,0,0.25,0,0.75
"42",19,0,0,0,0,1,0,3,4,0,0,0,0,0.25,0,0.75
"43",40,0,0,0,0,1,3,0,4,0,0,0,0,0.25,0.75,0
"44",41,0,0,0,0,1,0,3,4,0,0,0,0,0.25,0,0.75
"45",46,0,0,0,0,1,3,0,4,0,0,0,0,0.25,0.75,0
"46",48,0,0,0,0,1,3,0,4,0,0,0,0,0.25,0.75,0
"47",53,0,0,0,0,1,0,3,4,0,0,0,0,0.25,0,0.75
"48",54,0,0,0,0,1,0,3,4,0,0,0,0,0.25,0,0.75
"49",55,0,0,0,0,1,0,3,4,0,0,0,0,0.25,0,0.75
"50",4,0,0,0,0,0,4,0,4,0,0,0,0,0,1,0
"51",13,0,0,0,0,0,4,0,4,0,0,0,0,0,1,0
"52",14,0,0,0,0,0,4,0,4,0,0,0,0,0,1,0
"53",18,0,0,0,0,0,4,0,4,0,0,0,0,0,1,0
"54",26,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1
"55",27,0,0,0,0,0,1,3,4,0,0,0,0,0,0.25,0.75
"56",28,0,0,0,0,0,1,3,4,0,0,0,0,0,0.25,0.75
"57",29,0,0,0,0,0,4,0,4,0,0,0,0,0,1,0
"58",31,0,0,0,0,0,4,0,4,0,0,0,0,0,1,0
"59",42,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1
"60",43,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1
"61",44,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1
"62",45,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1
"63",49,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1
"64",51,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1
"65",60,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1
"66",63,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1
"67",64,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1
"68",66,0,0,0,0,0,3,1,4,0,0,0,0,0,0.75,0.25
